Report Number,Occurred Date,Occurred Time,Reported Date,Reported Time,Crime Subcategory,Primary Offense Description,Precinct,Sector,Beat,Neighborhood
2.018E+12,2/12/18,1400,2/13/18,511,THEFT-ALL OTHER,THEFT-OTH,SOUTH,O,O2,SODO
2.018E+12,2/12/18,1420,2/14/18,843,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2.018E+12,2/12/18,1430,2/18/18,2056,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,WEST,M,M1,BELLTOWN
2.018E+12,2/12/18,1433,2/12/18,1434,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,C,C1,MILLER PARK
2.018E+13,2/12/18,1440,2/12/18,2146,THEFT-ALL OTHER,THEFT-OTH,NORTH,N,N1,BITTERLAKE
2.018E+12,2/12/18,1514,2/12/18,1514,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E3,FIRST HILL
2.018E+12,2/12/18,1523,2/15/18,1620,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,B,B1,BALLARD SOUTH
2.018E+12,2/12/18,1523,2/12/18,1523,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,Q,Q1,MAGNOLIA
2.018E+12,2/12/18,1526,2/12/18,1526,THEFT-ALL OTHER,THEFT-OTH,WEST,M,M2,DOWNTOWN COMMERCIAL
2.018E+12,2/12/18,1600,2/13/18,718,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,NORTH,J,J2,BALLARD NORTH
2.018E+12,2/12/18,1600,2/13/18,1901,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,N,N3,NORTHGATE
2.018E+12,2/12/18,1633,2/12/18,1633,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,B,B2,BALLARD SOUTH
2.018E+12,2/12/18,1700,2/13/18,813,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,N,N2,BITTERLAKE
2.018E+12,2/12/18,1700,2/13/18,1744,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2.018E+12,2/12/18,1700,2/13/18,755,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,S,S1,MID BEACON HILL
2.018E+12,2/12/18,1725,2/12/18,1731,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-WEAPON,WEST,M,M3,DOWNTOWN COMMERCIAL
2.018E+12,2/12/18,1800,2/13/18,1309,ARSON,ARSON-VEHICLE,SOUTH,S,S3,RAINIER VIEW
2.018E+12,2/12/18,1800,2/14/18,1938,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,L,L3,LAKECITY
2.018E+12,2/12/18,1800,2/13/18,906,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTHWEST,W,W2,ALASKA JUNCTION
2.018E+12,2/12/18,1830,2/12/18,1839,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E1,CAPITOL HILL
2.018E+13,2/12/18,1830,2/23/18,1043,THEFT-ALL OTHER,THEFT-OTH,EAST,E,E1,CAPITOL HILL
2.018E+12,2/12/18,1845,2/12/18,1849,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,B,B3,WALLINGFORD
2.018E+12,2/12/18,1900,2/13/18,1050,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,SOUTHWEST,F,F3,SOUTH PARK
2.018E+12,2/12/18,1923,2/12/18,1923,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M2,DOWNTOWN COMMERCIAL
2.018E+12,2/12/18,1948,2/12/18,1948,THEFT-ALL OTHER,THEFT-OTH,SOUTH,S,S1,NEW HOLLY
2.018E+12,2/12/18,1953,2/13/18,1421,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L2,NORTHGATE
2.018E+12,2/12/18,2000,2/12/18,2149,THEFT-ALL OTHER,THEFT-OTH,WEST,M,M3,DOWNTOWN COMMERCIAL
2.018E+12,2/12/18,2000,2/13/18,1757,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,U,U1,UNIVERSITY
2.018E+12,2/12/18,2000,2/13/18,1217,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,C,C1,MILLER PARK
2.018E+12,2/12/18,2030,2/13/18,519,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,J,J2,BALLARD NORTH
2.018E+12,2/12/18,2100,2/13/18,1824,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,U,U1,UNIVERSITY
2.018E+12,2/12/18,2100,2/13/18,718,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,WEST,Q,Q3,QUEEN ANNE
2.018E+12,2/12/18,2102,2/12/18,2102,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-WEAPON,NORTH,N,N2,NORTHGATE
2.018E+12,2/12/18,2130,2/12/18,2130,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-BODYFORCE,NORTH,L,L1,NORTHGATE
2.018E+12,2/12/18,2247,2/12/18,2252,ROBBERY-STREET,ROBBERY-STREET-BODYFORCE,WEST,M,M1,DOWNTOWN COMMERCIAL
2.018E+12,2/12/18,2300,2/14/18,1610,MOTOR VEHICLE THEFT,VEH-THEFT-TRUCK,NORTH,U,U2,UNIVERSITY
2.018E+12,2/13/18,500,2/13/18,1015,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,Q,Q3,QUEEN ANNE
2.018E+12,2/13/18,500,2/13/18,2154,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTHWEST,F,F3,SOUTH PARK
2.018E+12,2/13/18,600,2/18/18,1214,THEFT-ALL OTHER,THEFT-MAIL,NORTH,L,L3,SANDPOINT
2.018E+12,2/13/18,800,2/14/18,2006,THEFT-ALL OTHER,THEFT-OTH,WEST,Q,Q2,QUEEN ANNE
2.018E+12,2/13/18,800,2/15/18,2206,THEFT-BUILDING,THEFT-BUILDING,NORTH,N,N3,NORTHGATE
2.018E+12,2/13/18,825,2/13/18,952,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M3,DOWNTOWN COMMERCIAL
2.018E+13,2/13/18,900,9/3/18,1514,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,W,W1,NORTH ADMIRAL
2.018E+12,2/13/18,900,2/13/18,1545,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,G,G2,MADRONA/LESCHI
2.018E+12,2/13/18,930,3/8/18,1611,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTHWEST,F,F2,SOUTH DELRIDGE
2.018E+12,2/13/18,930,2/13/18,1544,THEFT-BUILDING,THEFT-BUILDING,WEST,M,M2,SLU/CASCADE
2.018E+12,2/13/18,940,2/14/18,940,THEFT-BUILDING,THEFT-BUILDING,NORTH,J,J3,ROOSEVELT/RAVENNA
2.018E+12,2/13/18,1000,2/15/18,1209,THEFT-ALL OTHER,THEFT-OTH,NORTH,N,N2,BITTERLAKE
2.018E+12,2/13/18,1030,2/13/18,2330,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,U,U1,UNIVERSITY
2.018E+13,2/13/18,1030,2/13/18,1353,THEFT-ALL OTHER,THEFT-OTH,WEST,Q,Q3,QUEEN ANNE
2.018E+12,2/13/18,1041,2/13/18,1041,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M3,DOWNTOWN COMMERCIAL
2.018E+12,2/13/18,1049,2/13/18,1049,ROBBERY-STREET,ROBBERY-STREET-WEAPON,WEST,M,M1,BELLTOWN
2.018E+12,2/13/18,1125,2/13/18,1125,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,WEST,M,M2,DOWNTOWN COMMERCIAL
2.018E+12,2/13/18,1126,2/17/18,1444,THEFT-ALL OTHER,THEFT-OTH,EAST,C,C1,CAPITOL HILL
2.018E+12,2/13/18,1200,2/26/18,1744,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,EAST,E,E2,CAPITOL HILL
2.018E+12,2/13/18,1205,2/13/18,1205,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,D,D1,BELLTOWN
2.018E+13,2/13/18,1234,2/16/18,1256,THEFT-ALL OTHER,THEFT-OTH,NORTH,N,N1,BITTERLAKE
2.018E+12,2/13/18,1335,2/13/18,1335,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,N,N2,NORTHGATE
2.018E+13,2/13/18,1357,5/13/18,1357,THEFT-ALL OTHER,THEFT-OTH,WEST,Q,Q1,MAGNOLIA
2.018E+12,2/13/18,1400,2/13/18,1410,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,N,N2,NORTHGATE
2.018E+12,2/13/18,1416,2/15/18,852,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,WEST,M,M1,DOWNTOWN COMMERCIAL
2.018E+12,2/13/18,1430,2/20/18,1734,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,WEST,D,D3,EASTLAKE - WEST
2.018E+12,2/13/18,1430,2/17/18,1620,THEFT-ALL OTHER,THEFT-OTH,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2.018E+12,2/13/18,1449,2/13/18,1449,ARSON,ARSON-OTHER,SOUTHWEST,W,W3,HIGH POINT
2.018E+13,2/13/18,1515,2/17/18,1847,THEFT-BICYCLE,THEFT-BICYCLE,NORTH,U,U3,SANDPOINT
2.018E+12,2/13/18,1526,2/13/18,1526,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-WEAPON,NORTH,B,B1,BALLARD SOUTH
2.018E+12,2/13/18,1530,2/13/18,1721,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,U,U3,ROOSEVELT/RAVENNA
2.018E+12,2/13/18,1600,2/14/18,1208,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,B,B1,BALLARD SOUTH
2.018E+12,2/13/18,1600,2/13/18,1733,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M3,DOWNTOWN COMMERCIAL
2.018E+12,2/13/18,1600,2/14/18,1504,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,J,J1,GREENWOOD
2.018E+12,2/13/18,1608,2/13/18,1732,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L2,NORTHGATE
2.018E+12,2/13/18,1652,2/13/18,1652,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M2,DOWNTOWN COMMERCIAL
2.018E+12,2/13/18,1700,2/14/18,1245,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,B,B2,BALLARD SOUTH
2.018E+12,2/13/18,1700,2/13/18,1700,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,SOUTHWEST,W,W3,MORGAN
2.018E+12,2/13/18,1711,2/13/18,2149,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,GREENWOOD
2.018E+12,2/13/18,1750,2/13/18,1750,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,B,B1,BALLARD SOUTH
2.018E+12,2/13/18,247,2/13/18,247,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,EAST,E,E1,CAPITOL HILL
2.018E+12,2/13/18,319,2/16/18,1622,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,SOUTHWEST,W,W2,ALASKA JUNCTION
2.018E+12,2/13/18,445,2/13/18,450,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,Q,Q3,QUEEN ANNE
2.018E+12,2/13/18,1820,2/13/18,1820,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTHWEST,W,W3,MORGAN
2.018E+13,2/13/18,1830,2/14/18,1658,THEFT-BUILDING,THEFT-BUILDING,SOUTH,S,S3,RAINIER BEACH
2.018E+12,2/13/18,1843,2/13/18,1846,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M2,DOWNTOWN COMMERCIAL
2.018E+12,2/13/18,1848,2/16/18,2011,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2.018E+12,2/13/18,1856,2/18/18,1731,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,NORTH,L,L2,NORTHGATE
2.018E+12,2/13/18,1900,2/15/18,1217,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,EAST,E,E2,CAPITOL HILL
2.018E+13,2/13/18,1915,2/16/18,854,THEFT-ALL OTHER,THEFT-OTH,EAST,E,E2,CAPITOL HILL
2.018E+12,2/13/18,1930,2/13/18,2137,THEFT-BUILDING,THEFT-BUILDING,WEST,M,M3,DOWNTOWN COMMERCIAL
2.018E+13,2/13/18,1930,2/14/18,1011,THEFT-BICYCLE,THEFT-BICYCLE,NORTH,U,U2,UNIVERSITY
2.018E+13,2/13/18,1936,2/13/18,2136,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,F,F1,NORTH DELRIDGE
2.018E+12,2/13/18,2006,2/13/18,2006,THEFT-BUILDING,THEFT-BUILDING,NORTH,L,L1,LAKECITY
2.018E+12,2/13/18,2030,2/14/18,1430,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,WEST,D,D3,EASTLAKE - WEST
2.018E+12,2/13/18,2031,2/13/18,2031,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-BODYFORCE,NORTH,N,N2,NORTHGATE
2.018E+12,2/13/18,2100,2/14/18,835,THEFT-ALL OTHER,THEFT-OTH,WEST,Q,Q1,MAGNOLIA
2.018E+12,2/13/18,2130,2/14/18,1202,THEFT-ALL OTHER,THEFT-PKPOCKET,EAST,E,E3,FIRST HILL
2.018E+12,2/13/18,2130,2/15/18,1627,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,B,B2,FREMONT
2.018E+12,2/13/18,2149,2/13/18,2149,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-BODYFORCE,NORTH,N,N1,GREENWOOD
2.018E+12,2/13/18,2202,2/13/18,2212,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,WEST,D,D2,QUEEN ANNE
2.018E+12,2/13/18,2300,2/14/18,1148,THEFT-BUILDING,THEFT-BUILDING,WEST,D,D1,BELLTOWN
2.018E+12,2/13/18,2343,2/14/18,17,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,WEST,Q,Q2,QUEEN ANNE
2.018E+12,2/14/18,0,2/26/18,1609,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,N,N3,NORTHGATE
2.018E+12,2/14/18,0,2/16/18,1448,THEFT-BICYCLE,THEFT-BICYCLE,NORTH,U,U2,UNIVERSITY
2.018E+12,2/14/18,0,2/14/18,409,THEFT-BICYCLE,THEFT-BICYCLE,WEST,M,M2,DOWNTOWN COMMERCIAL
2.018E+12,2/14/18,0,2/24/18,1310,THEFT-ALL OTHER,THEFT-OTH,EAST,E,E2,CAPITOL HILL
2.018E+12,2/14/18,0,2/14/18,1540,THEFT-ALL OTHER,THEFT-OTH,NORTH,N,N2,BITTERLAKE
2.018E+12,2/14/18,219,2/14/18,219,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,B,B1,BALLARD SOUTH
2.018E+12,2/14/18,345,2/14/18,825,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J3,ROOSEVELT/RAVENNA
2.018E+12,2/14/18,345,2/14/18,525,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,M,M1,DOWNTOWN COMMERCIAL
2.018E+12,2/14/18,400,2/14/18,458,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,B,B3,WALLINGFORD
2.018E+12,2/14/18,435,2/15/18,947,THEFT-ALL OTHER,THEFT-OTH,WEST,Q,Q1,MAGNOLIA
2.018E+12,2/14/18,505,2/14/18,510,THEFT-ALL OTHER,THEFT-MAIL,NORTH,N,N2,NORTHGATE
2.018E+12,2/14/18,530,2/14/18,1936,THEFT-BICYCLE,THEFT-BICYCLE,SOUTHWEST,W,W1,NORTH ADMIRAL
2.018E+12,2/14/18,600,2/24/18,853,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,SOUTH,R,R1,NORTH BEACON HILL
2.018E+12,2/14/18,645,2/14/18,645,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,S,S3,RAINIER VIEW
2.018E+12,2/14/18,700,2/14/18,1856,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,S,S1,MID BEACON HILL
2.018E+13,2/14/18,700,4/18/18,1616,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,NORTH,J,J2,BALLARD NORTH
2.018E+12,2/14/18,700,2/14/18,700,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,WEST,Q,Q2,QUEEN ANNE
2.018E+12,2/14/18,800,2/14/18,2219,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTH,R,R2,MOUNT BAKER
2.018E+12,2/14/18,815,2/14/18,815,THEFT-BUILDING,THEFT-BUILDING,NORTH,J,J1,BALLARD NORTH
2.018E+12,2/14/18,830,2/14/18,837,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2.018E+13,2/14/18,901,3/22/18,901,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,EAST,C,C1,MONTLAKE/PORTAGE BAY
2.018E+12,2/14/18,930,2/14/18,930,THEFT-BUILDING,THEFT-BUILDING,SOUTH,O,O1,SODO
2.018E+12,2/14/18,1100,2/14/18,1444,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,O,O3,GEORGETOWN
2.018E+12,2/14/18,1130,2/14/18,1314,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M2,DOWNTOWN COMMERCIAL
2.018E+13,2/14/18,1146,2/15/18,1133,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,W,W3,MORGAN
2.018E+13,2/14/18,1200,3/27/18,1856,THEFT-BUILDING,THEFT-BUILDING,WEST,D,D3,SLU/CASCADE
2.018E+13,2/14/18,1200,4/14/18,1519,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,WEST,Q,Q3,QUEEN ANNE
2.018E+12,2/14/18,1228,2/14/18,1859,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTHWEST,F,F1,HIGH POINT
2.018E+13,2/14/18,1240,2/14/18,1527,THEFT-BUILDING,THEFT-BUILDING,WEST,M,M3,DOWNTOWN COMMERCIAL
2.018E+12,2/14/18,1330,2/14/18,1330,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,D,D3,SLU/CASCADE
2.018E+12,2/14/18,1345,2/14/18,2118,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,G,G3,MADRONA/LESCHI
2.018E+12,2/14/18,1400,2/14/18,2205,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,EAST,C,C1,CAPITOL HILL
2.018E+12,2/14/18,1400,2/15/18,1628,THEFT-ALL OTHER,THEFT-OTH,SOUTH,O,O3,GEORGETOWN
2.018E+12,2/14/18,1430,2/14/18,1705,THEFT-ALL OTHER,THEFT-OTH,WEST,M,M2,DOWNTOWN COMMERCIAL
2.018E+13,2/14/18,1430,2/16/18,1451,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M3,DOWNTOWN COMMERCIAL
2.018E+12,2/14/18,1506,2/14/18,1538,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L2,NORTHGATE
2.018E+12,2/14/18,1520,2/14/18,1527,THEFT-BUILDING,THEFT-BUILDING,EAST,E,E1,CAPITOL HILL
2.018E+12,2/14/18,1524,2/14/18,1524,THEFT-ALL OTHER,THEFT-OTH,NORTH,U,U2,UNIVERSITY
2.018E+13,2/14/18,1541,2/15/18,1731,THEFT-ALL OTHER,THEFT-OTH,WEST,M,M2,DOWNTOWN COMMERCIAL
2.018E+12,2/14/18,1602,2/14/18,1607,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2.018E+12,2/14/18,1630,2/15/18,655,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,SOUTHWEST,F,F3,HIGHLAND PARK
2.018E+12,2/14/18,1640,2/14/18,1814,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,U,U3,ROOSEVELT/RAVENNA
2.018E+12,2/14/18,1700,2/15/18,1147,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,WEST,M,M3,DOWNTOWN COMMERCIAL
2.018E+12,2/14/18,1735,2/14/18,1735,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L2,NORTHGATE
2.018E+12,2/14/18,1745,2/15/18,1834,THEFT-ALL OTHER,THEFT-OTH,EAST,G,G1,FIRST HILL
2.018E+12,2/14/18,1800,2/15/18,833,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,B,B2,BALLARD SOUTH
2.018E+12,2/14/18,1800,2/15/18,1502,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,U,U3,SANDPOINT
2.018E+12,2/14/18,1820,2/14/18,2216,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,U,U3,ROOSEVELT/RAVENNA
2.018E+13,2/14/18,1900,5/5/18,1022,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,NORTH,B,B2,FREMONT
2.018E+12,2/14/18,1900,2/20/18,1858,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,SOUTHWEST,F,F3,SOUTH PARK
2.018E+12,2/14/18,1900,2/15/18,1346,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTHWEST,W,W2,ALASKA JUNCTION
2.018E+12,2/14/18,1900,2/14/18,2147,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,N,N1,BITTERLAKE
2.018E+12,2/14/18,1930,2/15/18,802,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,WEST,D,D3,SLU/CASCADE
2.018E+12,2/14/18,1940,2/14/18,2058,THEFT-BICYCLE,THEFT-BICYCLE,NORTH,L,L2,NORTHGATE
2.018E+13,2/14/18,1940,6/28/18,1756,THEFT-BUILDING,THEFT-BUILDING,WEST,M,M1,BELLTOWN
2.018E+12,2/14/18,2000,2/17/18,1423,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTHWEST,F,F2,SOUTH DELRIDGE
2.018E+12,2/14/18,2000,2/15/18,757,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,B,B3,WALLINGFORD
2.018E+12,2/14/18,2015,2/14/18,2108,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-BODYFORCE,SOUTHWEST,F,F1,NORTH DELRIDGE
2.018E+12,2/14/18,2020,2/15/18,949,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M2,DOWNTOWN COMMERCIAL
2.018E+12,2/14/18,2100,2/17/18,1753,THEFT-ALL OTHER,THEFT-OTH,NORTH,N,N3,NORTHGATE
2.018E+12,2/14/18,2250,2/14/18,2250,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,B,B3,WALLINGFORD
2.018E+12,2/14/18,2330,2/15/18,214,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTHWEST,F,F2,HIGHLAND PARK
2.018E+12,2/14/18,2338,2/15/18,127,ROBBERY-STREET,ROBBERY-STREET-BODYFORCE,WEST,K,K2,PIONEER SQUARE
2.018E+12,2/14/18,2355,2/15/18,855,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,L,L2,NORTHGATE
2.018E+13,2/15/18,0,6/18/18,2126,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,B,B1,BALLARD SOUTH
2.018E+12,2/15/18,0,2/15/18,1009,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,S,S3,RAINIER VIEW
2.018E+13,2/15/18,0,3/31/18,1507,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,F,F3,HIGHLAND PARK
2.018E+12,2/15/18,129,2/15/18,232,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTH,R,R1,NORTH BEACON HILL
2.018E+12,2/15/18,423,2/15/18,423,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,W,W2,ALASKA JUNCTION
2.018E+12,2/15/18,456,2/15/18,511,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTHWEST,F,F3,HIGHLAND PARK
2.018E+12,2/15/18,628,2/15/18,1110,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,SOUTH,R,R3,COLUMBIA CITY
2.018E+12,2/15/18,700,2/15/18,739,THEFT-ALL OTHER,THEFT-OTH,SOUTH,O,O2,GEORGETOWN
2.018E+12,2/15/18,800,2/23/18,1848,THEFT-BICYCLE,THEFT-BICYCLE,EAST,C,C2,MADISON PARK
2.018E+12,2/15/18,800,2/15/18,1900,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,C,C2,CENTRAL AREA/SQUIRE PARK
2.018E+12,2/15/18,800,2/15/18,1605,THEFT-ALL OTHER,THEFT-OTH,WEST,K,K2,DOWNTOWN COMMERCIAL
2.018E+13,2/15/18,800,2/15/18,1159,THEFT-ALL OTHER,THEFT-MAIL,SOUTH,S,S3,RAINIER VIEW
2.018E+12,2/15/18,805,2/15/18,805,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-GUN,WEST,M,M3,DOWNTOWN COMMERCIAL
2.018E+12,2/15/18,823,2/15/18,925,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L3,LAKECITY
2.018E+12,2/15/18,845,2/15/18,1400,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,N,N2,NORTHGATE
2.018E+12,2/15/18,920,2/15/18,920,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,SOUTH,O,O3,GEORGETOWN
2.018E+12,2/15/18,1006,2/15/18,1221,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,NORTH,U,U1,UNIVERSITY
2.018E+12,2/15/18,1100,2/16/18,2135,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,R,R1,NORTH BEACON HILL
2.018E+12,2/15/18,1200,2/17/18,1008,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,WEST,Q,Q2,QUEEN ANNE
2.018E+12,2/15/18,1200,2/16/18,2041,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,J,J2,BALLARD NORTH
2.018E+13,2/15/18,1200,4/4/18,1828,THEFT-ALL OTHER,THEFT-OTH,SOUTHWEST,W,W3,MORGAN
2.018E+12,2/15/18,1200,2/19/18,1528,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,U,U2,UNIVERSITY
